,DESCRICAO_UE,SIGLA_UE,SIGLA_UF
323308,BOQUIM,31151,SE
323360,BREJO GRANDE,31135,SE
323403,CAMPO DO BRITO,31194,SE
323466,CANHOBA,31216,SE
323496,CANINDE DO SAO FRANCISCO,31232,SE
323574,CAPELA,31259,SE
323659,CARIRA,31275,SE
323735,CARMOPOLIS,31291,SE
323806,CEDRO DE SAO JOAO,31313,SE
323839,CRISTINAPOLIS,31330,SE
323900,CUMBE,31372,SE
323932,DIVINA PASTORA,31399,SE
323975,ESTANCIA,31410,SE
324108,FEIRA NOVA,31437,SE
324141,FREI PAULO,31453,SE
324192,GARARU,31496,SE
324224,GENERAL MAYNARD,31470,SE
324261,GRACCHO CARDOSO,31518,SE
324304,ILHA DAS FLORES,31534,SE
324334,INDIAROBA,31550,SE
324393,ITABAIANA,31577,SE
324476,ITABAIANINHA,31593,SE
324530,ITABI,31615,SE
324566,ITAPORANGA D AJUDA,31631,SE
324659,JAPARATUBA,31658,SE
324799,JAPOATA,31674,SE
324856,LAGARTO,31690,SE
324947,LARANJEIRAS,31712,SE
325024,MACAMBIRA,31739,SE
325049,MALHADA DOS BOIS,31755,SE
325089,MALHADOR,31771,SE
325129,MARUIM,31798,SE
325237,MOITA BONITA,31810,SE
325273,MONTE ALEGRE DE SERGIPE,31836,SE
325327,MURIBECA,31852,SE
325373,NEOPOLIS,31879,SE
325450,NOSSA SENHORA APARECIDA,31356,SE
325481,NOSSA SENHORA DA GLORIA,31895,SE
325554,NOSSA SENHORA DAS DORES,31917,SE
325622,NOSSA SENHORA DE LOURDES,31933,SE
325652,NOSSA SENHORA DO SOCORRO,31950,SE
325891,PACATUBA,31976,SE
325980,PEDRA MOLE,31992,SE
326006,PEDRINHAS,32018,SE
326082,PINHAO,32034,SE
326129,PIRAMBU,32050,SE
326200,POCO REDONDO,32077,SE
326272,POCO VERDE,32093,SE
326338,PORTO DA FOLHA,32115,SE
326390,PROPRIA,32131,SE
326514,RIACHAO DO DANTAS,32158,SE
326551,RIACHUELO,32174,SE
326620,RIBEIROPOLIS,32190,SE
326661,ROSARIO DO CATETE,32212,SE
326700,SALGADO,32239,SE
326782,SANTA LUZIA DO ITANHY,32255,SE
326873,SANTA ROSA DE LIMA,32298,SE
326926,SANTANA DO SAO FRANCISCO,31003,SE
326981,SANTO AMARO DAS BROTAS,32310,SE
327070,SAO CRISTOVAO,32336,SE
327209,SAO DOMINGOS,32352,SE
327238,SAO FRANCISCO,32379,SE
327266,SAO MIGUEL DO ALEIXO,32395,SE
327291,SIMAO DIAS,32417,SE
327346,SIRIRI,32433,SE
327402,TELHA,32450,SE
327436,TOBIAS BARRETO,32476,SE
327500,TOMAR DO GERU,32492,SE
327567,UMBAUBA,32514,SE
327651,ADAMANTINA,61018,SP
327742,ADOLFO,61034,SP
327813,AGUAI,61050,SP
327989,AGUAS DA PRATA,61077,SP
328042,AGUAS DE LINDOIA,61093,SP
328122,AGUAS DE SANTA BARBARA,70190,SP
328180,AGUAS DE SAO PEDRO,61115,SP
328222,AGUDOS,61131,SP
328313,ALAMBARI,61581,SP
328367,ALFREDO MARCONDES,61158,SP
328407,ALTAIR,61174,SP
328453,ALTINOPOLIS,61190,SP
328588,ALTO ALEGRE,61212,SP
328632,ALUMINIO,61220,SP
328730,ALVARES FLORENCE,61239,SP
328763,ALVARES MACHADO,61255,SP
328850,ALVARO DE CARVALHO,61271,SP
328895,ALVINLANDIA,61298,SP
328920,AMERICANA,61310,SP
329158,AMERICO BRASILIENSE,61336,SP
329312,AMERICO DE CAMPOS,61352,SP
329365,AMPARO,61379,SP
329483,ANALANDIA,61395,SP
329581,ANDRADINA,61417,SP
329716,ANGATUBA,61433,SP
329805,ANHEMBI,61450,SP
329843,ANHUMAS,61476,SP
329877,APARECIDA,61492,SP
329999,APARECIDA D OESTE,61514,SP
330026,APIAI,61530,SP
330157,ARACARIGUAMA,61263,SP
330257,ARACATUBA,61557,SP
330466,ARACOIABA DA SERRA,61573,SP
330614,ARAMINA,61590,SP
330662,ARANDU,61611,SP
330725,ARAPEI,61646,SP
330795,ARARAQUARA,61638,SP
330998,ARARAS,61654,SP
331153,ARCO IRIS,62065,SP
331192,AREALVA,61670,SP
331230,AREIAS,61697,SP
331305,AREIOPOLIS,61719,SP
331388,ARIRANHA,61735,SP
331429,ARTUR NOGUEIRA,61751,SP
331532,ARUJA,61778,SP
331658,ASPASIA,61522,SP
331690,ASSIS,61794,SP
331856,ATIBAIA,61816,SP
332079,AURIFLAMA,61832,SP
332159,AVAI,61859,SP
332225,AVANHANDAVA,61875,SP
332310,AVARE,61891,SP
332477,BADY BASSIT,61913,SP
332531,BALBINOS,61930,SP
332561,BALSAMO,61956,SP
332637,BANANAL,61972,SP
332714,BARAO DE ANTONINA,62014,SP
332748,BARBOSA,61999,SP
332818,BARIRI,62030,SP
332903,BARRA BONITA,62057,SP
333110,BARRA DO CHAPEU,61360,SP
333156,BARRA DO TURVO,62073,SP
333219,BARRETOS,62090,SP
333410,BARRINHA,62111,SP
333558,BARUERI,62138,SP
333807,BASTOS,62154,SP
333874,BATATAIS,62170,SP
333997,BAURU,62197,SP
334307,BEBEDOURO,62219,SP
334505,BENTO DE ABREU,62235,SP
334536,BERNARDINO DE CAMPOS,62251,SP
334594,BERTIOGA,61280,SP
334702,BILAC,62278,SP
334766,BIRIGUI,62294,SP
334964,BIRITIBA MIRIM,62316,SP
335072,BOA ESPERANCA DO SUL,62332,SP
335180,BOCAINA,62359,SP
335280,BOFETE,62375,SP
335330,BOITUVA,62391,SP
335426,BOM JESUS DOS PERDOES,62413,SP
335536,BOM SUCESSO DE ITARARE,61786,SP
335581,BORA,62430,SP
335611,BORACEIA,62456,SP
335663,BORBOREMA,62472,SP
335734,BOREBI,61026,SP
335785,BOTUCATU,62499,SP
335978,BRAGANCA PAULISTA,62510,SP
336253,BRAUNA,62553,SP
336301,BREJO ALEGRE,62081,SP
336356,BRODOWSKI,62570,SP
336430,BROTAS,62596,SP
336520,BURI,62618,SP
336596,BURITAMA,62634,SP
336683,BURITIZAL,62650,SP
336751,CABRALIA PAULISTA,62677,SP
336856,CABREUVA,62693,SP
336987,CACAPAVA,62715,SP
337199,CACHOEIRA PAULISTA,62731,SP
337347,CACONDE,62758,SP
337457,CAFELANDIA,62774,SP
337530,CAIABU,62790,SP
337607,CAIEIRAS,62812,SP
337743,CAIUA,62839,SP
337827,CAJAMAR,62855,SP
337965,CAJATI,61484,SP
338125,CAJOBI,62871,SP
338209,CAJURU,62898,SP
338330,CAMPINA DO MONTE ALEGRE,61506,SP
338424,CAMPINAS,62910,SP
339097,CAMPO LIMPO PAULISTA,62936,SP
339254,CAMPOS DO JORDAO,62952,SP
339410,CAMPOS NOVOS PAULISTA,62979,SP
339455,CANANEIA,62995,SP
339564,CANAS,62103,SP
339638,CANDIDO MOTA,63010,SP
339734,CANDIDO RODRIGUES,63037,SP
339783,CANITAR,61344,SP
339844,CAPAO BONITO,63053,SP
339941,CAPELA DO ALTO,63070,SP
340085,CAPIVARI,63096,SP
340217,CARAGUATATUBA,63118,SP
340351,CARAPICUIBA,63134,SP
340691,CARDOSO,63150,SP
340759,CASA BRANCA,63177,SP
340860,CASSIA DOS COQUEIROS,63193,SP
340921,CASTILHO,63215,SP
341018,CATANDUVA,63231,SP
341204,CATIGUA,63258,SP
341251,CEDRAL,63274,SP
341298,CERQUEIRA CESAR,63290,SP
341401,CERQUILHO,63312,SP
341495,CESARIO LANGE,63339,SP
341581,CHARQUEADA,63355,SP
341676,CHAVANTES,63371,SP
341753,CLEMENTINA,63398,SP
341788,COLINA,63410,SP
341867,COLOMBIA,63436,SP
341947,CONCHAL,63452,SP
342080,CONCHAS,63479,SP
342176,CORDEIROPOLIS,63495,SP
342267,COROADOS,63517,SP
342315,CORONEL MACEDO,63533,SP
342347,CORUMBATAI,63550,SP
342394,COSMOPOLIS,63576,SP
342570,COSMORAMA,63592,SP
342627,COTIA,63614,SP
342824,CRAVINHOS,63630,SP
342943,CRISTAIS PAULISTA,63657,SP
342997,CRUZALIA,63673,SP
343034,CRUZEIRO,63690,SP
343166,CUBATAO,63711,SP
343394,CUNHA,63738,SP
343503,DESCALVADO,63754,SP
343601,DIADEMA,63770,SP
343981,DIRCE REIS,61123,SP
344016,DIVINOLANDIA,63797,SP
344054,DOBRADA,63819,SP
344125,DOIS CORREGOS,63835,SP
344223,DOLCINOPOLIS,63851,SP
344258,DOURADO,63878,SP
344378,DRACENA,63894,SP
344481,DUARTINA,63916,SP
344555,DUMONT,63932,SP
344629,ECHAPORA,63959,SP
344679,ELDORADO,63975,SP
344747,ELIAS FAUSTO,63991,SP
344881,ELISIARIO,61760,SP
344931,EMBAUBA,61182,SP
344971,EMBU,64017,SP
345215,EMBU GUACU,64033,SP
345374,EMILIANOPOLIS,61387,SP
345412,ENGENHEIRO COELHO,61689,SP
345500,ESPIRITO SANTO DO PINHAL,68659,SP
345647,ESPIRITO SANTO DO TURVO,61140,SP
345694,ESTIVA GERBI,61662,SP
345792,ESTRELA D OESTE,64050,SP
345837,ESTRELA DO NORTE,64076,SP
345878,EUCLIDES DA CUNHA PAULISTA,61000,SP
345995,FARTURA,64092,SP
346070,FERNANDO PRESTES,64130,SP
346110,FERNANDOPOLIS,64114,SP
346227,FERNAO,62286,SP
346272,FERRAZ DE VASCONCELOS,64157,SP
346477,FLORA RICA,64173,SP
346510,FLOREAL,64190,SP
346549,FLORIDA PAULISTA,64211,SP
346612,FLORINEA,64238,SP
346658,FRANCA,64254,SP
346929,FRANCISCO MORATO,64270,SP
347108,FRANCO DA ROCHA,64297,SP
347305,GABRIEL MONTEIRO,64319,SP
347332,GALIA,64335,SP
347374,GARCA,64351,SP
347480,GASTAO VIDIGAL,64378,SP
347534,GAVIAO PEIXOTO,62308,SP
347590,GENERAL SALGADO,64394,SP
347678,GETULINA,64416,SP
347758,GLICERIO,64432,SP
347839,GUAICARA,64459,SP
347966,GUAIMBE,64475,SP
348059,GUAIRA,64491,SP
348159,GUAPIACU,64513,SP
348241,GUAPIARA,64530,SP
348326,GUARA,64556,SP
348398,GUARACAI,64572,SP
348459,GUARACI,64599,SP
348510,GUARANI D OESTE,64610,SP
348551,GUARANTA,64637,SP
348629,GUARARAPES,64653,SP
348720,GUARAREMA,64670,SP
348869,GUARATINGUETA,64696,SP
349089,GUAREI,64718,SP
349168,GUARIBA,64734,SP
349275,GUARUJA,64750,SP
349556,GUARULHOS,64777,SP
350446,GUATAPARA,61107,SP
350541,GUZOLANDIA,64793,SP
350577,HERCULANDIA,64815,SP
350630,HOLAMBRA,61743,SP
350706,HORTOLANDIA,61727,SP
350890,IACANGA,64831,SP
350935,IACRI,64858,SP
351006,IARAS,61085,SP
351041,IBATE,64874,SP
351222,IBIRA,64890,SP
351281,IBIRAREMA,64912,SP
351316,IBITINGA,64939,SP
351476,IBIUNA,64955,SP
351681,ICEM,64971,SP
351798,IEPE,64998,SP
351856,IGARACU DO TIETE,65013,SP
351940,IGARAPAVA,65030,SP
352083,IGARATA,65056,SP
352139,IGUAPE,65072,SP
352281,ILHA COMPRIDA,62006,SP
352370,ILHA SOLTEIRA,61204,SP
352488,ILHABELA,65099,SP
352646,INDAIATUBA,65110,SP
352881,INDIANA,65137,SP
352924,INDIAPORA,65153,SP
352974,INUBIA PAULISTA,65170,SP
353020,IPAUCU,65196,SP
353088,IPERO,65218,SP
353177,IPEUNA,65234,SP
353234,IPIGUA,62243,SP
353298,IPORANGA,65250,SP
353366,IPUA,65277,SP
353440,IRACEMAPOLIS,65293,SP
353533,IRAPUA,65315,SP
353575,IRAPURU,65331,SP
353615,ITABERA,65358,SP
353681,ITAI,65374,SP
353772,ITAJOBI,65390,SP
353847,ITAJU,65412,SP
353876,ITANHAEM,65439,SP
354043,ITAOCA,61603,SP
354081,ITAPECERICA DA SERRA,65455,SP
354299,ITAPETININGA,65471,SP
354493,ITAPEVA,65498,SP
354650,ITAPEVI,65510,SP
354891,ITAPIRA,65536,SP
355017,ITAPIRAPUA PAULISTA,61948,SP
355047,ITAPOLIS,65552,SP
355149,ITAPORANGA,65579,SP
355219,ITAPUI,65595,SP
355285,ITAPURA,65617,SP
355355,ITAQUAQUECETUBA,65633,SP
355684,ITARARE,65650,SP
355846,ITARIRI,65676,SP
355927,ITATIBA,65692,SP
356112,ITATINGA,65714,SP
356223,ITIRAPINA,65730,SP
356329,ITIRAPUA,65757,SP
356401,ITOBI,65773,SP
356480,ITU,65790,SP
356678,ITUPEVA,65811,SP
356788,ITUVERAVA,65838,SP
356913,JABORANDI,65854,SP
356949,JABOTICABAL,65870,SP
357131,JACAREI,65897,SP
357352,JACI,65919,SP
357406,JACUPIRANGA,65935,SP
357529,JAGUARIUNA,65951,SP
357655,JALES,65978,SP
357746,JAMBEIRO,65994,SP
357803,JANDIRA,66010,SP
358029,JARDINOPOLIS,66036,SP
358199,JARINU,66052,SP
358310,JAU,66079,SP
358520,JERIQUARA,66095,SP
358553,JOANOPOLIS,66117,SP
358601,JOAO RAMALHO,66133,SP
358656,JOSE BONIFACIO,66150,SP
358723,JULIO MESQUITA,66176,SP
358771,JUMIRIM,62324,SP
358808,JUNDIAI,66192,SP
359130,JUNQUEIROPOLIS,66214,SP
359198,JUQUIA,66230,SP
359384,JUQUITIBA,66257,SP
359502,LAGOINHA,66273,SP
359559,LARANJAL PAULISTA,66290,SP
359657,LAVINIA,66311,SP
359721,LAVRINHAS,66338,SP
359828,LEME,66354,SP
359961,LENCOIS PAULISTA,66370,SP
360111,LIMEIRA,66397,SP
360419,LINDOIA,66419,SP
360465,LINS,66435,SP
360569,LORENA,66451,SP
360744,LOURDES,62022,SP
360774,LOUVEIRA,66478,SP
360897,LUCELIA,66494,SP
360988,LUCIANOPOLIS,66516,SP
361022,LUIS ANTONIO,66532,SP
361131,LUISIANIA,66559,SP
361161,LUPERCIO,66575,SP
361223,LUTECIA,66591,SP
361274,MACATUBA,66613,SP
361406,MACAUBAL,66630,SP
361471,MACEDONIA,66656,SP
361512,MAGDA,66672,SP
361568,MAIRINQUE,66699,SP
361709,MAIRIPORA,66710,SP
361904,MANDURI,66737,SP
361988,MARABA PAULISTA,66753,SP
362035,MARACAI,66770,SP
362134,MARAPOAMA,61867,SP
362158,MARIAPOLIS,66796,SP
362186,MARILIA,66818,SP
362493,MARINOPOLIS,66834,SP
362525,MARTINOPOLIS,66850,SP
362602,MATAO,66877,SP
362776,MAUA,66893,SP
363098,MENDONCA,66915,SP
363135,MERIDIANO,66931,SP
363186,MESOPOLIS,61964,SP
363218,MIGUELOPOLIS,66958,SP
363321,MINEIROS DO TIETE,66974,SP
363463,MIRA ESTRELA,67016,SP
363501,MIRACATU,66990,SP
363632,MIRANDOPOLIS,67032,SP
363699,MIRANTE DO PARANAPANEMA,67059,SP
363824,MIRASSOL,67075,SP
363975,MIRASSOLANDIA,67091,SP
364037,MOCOCA,67113,SP
364158,MOGI DAS CRUZES,67130,SP
364509,MOJI GUACU,67156,SP
364739,MOJI MIRIM,67172,SP
364918,MOMBUCA,67199,SP
364961,MONCOES,67210,SP
364987,MONGAGUA,67237,SP
365121,MONTE ALEGRE DO SUL,67253,SP
365195,MONTE ALTO,67270,SP
365357,MONTE APRAZIVEL,67296,SP
365434,MONTE AZUL PAULISTA,67318,SP
365502,MONTE CASTELO,67334,SP
365548,MONTE MOR,67377,SP
365724,MONTEIRO LOBATO,67350,SP
365784,MORRO AGUDO,67393,SP
365872,MORUNGABA,67415,SP
365935,MOTUCA,61069,SP
366001,MURUTINGA DO SUL,67431,SP
366034,NANTES,62340,SP
366078,NARANDIBA,67458,SP
366141,NATIVIDADE DA SERRA,67474,SP
366219,NAZARE PAULISTA,67490,SP
366341,NEVES PAULISTA,67512,SP
366403,NHANDEARA,67539,SP
366481,NIPOA,67555,SP
366546,NOVA ALIANCA,67571,SP
366576,NOVA CAMPINA,61980,SP
366693,NOVA CANAA PAULISTA,61425,SP
366725,NOVA CASTILHO,62367,SP
366766,NOVA EUROPA,67598,SP
366886,NOVA GRANADA,67610,SP
366985,NOVA GUATAPORANGA,67636,SP
367031,NOVA INDEPENDENCIA,67652,SP
367067,NOVA LUZITANIA,67679,SP
367116,NOVA ODESSA,67695,SP
367264,NOVAIS,61409,SP
367319,NOVO HORIZONTE,67717,SP
367397,NUPORANGA,67733,SP
367438,OCAUCU,67750,SP
367482,OLEO,67776,SP
367535,OLIMPIA,67792,SP
367652,ONDA VERDE,67814,SP
367740,ORIENTE,67830,SP
367825,ORINDIUVA,67857,SP
367861,ORLANDIA,67873,SP
367905,OSASCO,67890,SP
368388,OSCAR BRESSANE,67911,SP
368428,OSVALDO CRUZ,67938,SP
368547,OURINHOS,67954,SP
368736,OURO VERDE,67970,SP
368799,OUROESTE,62383,SP
368843,PACAEMBU,67997,SP
368902,PALESTINA,68012,SP
368998,PALMARES PAULISTA,68039,SP
369061,PALMEIRA D OESTE,68055,SP
369114,PALMITAL,68071,SP
369176,PANORAMA,68098,SP
369274,PARAGUACU PAULISTA,68110,SP
369384,PARAIBUNA,68136,SP
369498,PARAISO,68152,SP
369535,PARANAPANEMA,68179,SP
369639,PARANAPUA,68195,SP
369679,PARAPUA,68217,SP
369772,PARDINHO,68233,SP
369836,PARIQUERA-ACU,68250,SP
369942,PARISI,61824,SP
369983,PATROCINIO PAULISTA,68276,SP
370056,PAULICEIA,68292,SP
370116,PAULINIA,68314,SP
370319,PAULISTANIA,62405,SP
370355,PAULO DE FARIA,68330,SP
370430,PEDERNEIRAS,68357,SP
370545,PEDRA BELA,68373,SP
370591,PEDRANOPOLIS,68390,SP
370624,PEDREGULHO,68411,SP
370724,PEDREIRA,68438,SP
370823,PEDRINHAS PAULISTA,61247,SP
370864,PEDRO DE TOLEDO,68454,SP
370938,PENAPOLIS,68470,SP
371084,PEREIRA BARRETO,68497,SP
371166,PEREIRAS,68519,SP
371214,PERUIBE,68535,SP
371402,PIACATU,68551,SP
371452,PIEDADE,68578,SP
371585,PILAR DO SUL,68594,SP
371626,PINDAMONHANGABA,68616,SP
371843,PINDORAMA,68632,SP
371925,PINHALZINHO,68675,SP
372062,PIQUEROBI,68691,SP
372095,PIQUETE,68713,SP
372241,PIRACAIA,68730,SP
372368,PIRACICABA,68756,SP
372689,PIRACUNUNGA,68870,SP
372846,PIRAJU,68772,SP
372961,PIRAJUI,68799,SP
373047,PIRANGI,68810,SP
373102,PIRAPORA DO BOM JESUS,68837,SP
373247,PIRAPOZINHO,68853,SP
373361,PIRATININGA,68896,SP
373398,PITANGUEIRAS,68918,SP
373515,PLANALTO,68934,SP
373548,PLATINA,68950,SP
373598,POA,68977,SP
373768,POLONI,68993,SP
373792,POMPEIA,69019,SP
373867,PONGAI,69035,SP
373894,PONTAL,69051,SP
374041,PONTALINDA,61808,SP
374073,PONTES GESTAL,69078,SP
374117,POPULINA,69094,SP
374150,PORANGABA,69116,SP
374187,PORTO FELIZ,69132,SP
374357,PORTO FERREIRA,69159,SP
374507,POTIM,61565,SP
374631,POTIRENDABA,69175,SP
374692,PRACINHA,62120,SP
374744,PRADOPOLIS,69191,SP
374837,PRAIA GRANDE,69213,SP
375082,PRATANIA,62146,SP
375147,PRESIDENTE ALVES,69230,SP
375200,PRESIDENTE BERNARDES,69256,SP
375259,PRESIDENTE EPITACIO,69272,SP
375326,PRESIDENTE PRUDENTE,69299,SP
375528,PRESIDENTE VENCESLAU,69310,SP
375635,PROMISSAO,69337,SP
375737,QUADRA,62162,SP
375795,QUATA,69353,SP
375893,QUEIROZ,69370,SP
375929,QUELUZ,69396,SP
376038,QUINTANA,69418,SP
376095,RAFARD,69434,SP
376188,RANCHARIA,69450,SP
376267,REDENCAO DA SERRA,69477,SP
376341,REGENTE FEIJO,69493,SP
376438,REGINOPOLIS,69515,SP
376493,REGISTRO,69531,SP
376669,RESTINGA,69558,SP
376738,RIBEIRA,69574,SP
376776,RIBEIRAO BONITO,69590,SP
376843,RIBEIRAO BRANCO,69612,SP
376903,RIBEIRAO CORRENTE,69639,SP
376938,RIBEIRAO DO SUL,69655,SP
377012,RIBEIRAO DOS INDIOS,62421,SP
377038,RIBEIRAO GRANDE,61700,SP
377102,RIBEIRAO PIRES,69671,SP
377242,RIBEIRAO PRETO,69698,SP
377586,RIFAINA,69736,SP
377648,RINCAO,69752,SP
377737,RINOPOLIS,69779,SP
377783,RIO CLARO,69795,SP
378022,RIO DAS PEDRAS,69817,SP
378133,RIO GRANDE DA SERRA,69833,SP
378292,RIOLANDIA,69850,SP
378361,RIVERSUL,69710,SP
378416,ROSANA,61166,SP
378541,ROSEIRA,69876,SP
378628,RUBIACEA,69892,SP
378663,RUBINEIA,69914,SP
378699,SABINO,69930,SP
378760,SAGRES,69957,SP
378798,SALES,69973,SP
378829,SALES OLIVEIRA,69990,SP
378887,SALESOPOLIS,70017,SP
379066,SALMORAO,70033,SP
379117,SALTINHO,61441,SP
379188,SALTO,70050,SP
379412,SALTO DE PIRAPORA,70076,SP
379543,SALTO GRANDE,70092,SP
379607,SANDOVALINA,70114,SP
379663,SANTA ADELIA,70130,SP
379727,SANTA ALBERTINA,70157,SP
379762,SANTA BARBARA D OESTE,70173,SP
380085,SANTA BRANCA,70211,SP
380240,SANTA CLARA D OESTE,70238,SP
380271,SANTA CRUZ DA CONCEICAO,70254,SP
380310,SANTA CRUZ DA ESPERANCA,62189,SP
380379,SANTA CRUZ DAS PALMEIRAS,70270,SP
380468,SANTA CRUZ DO RIO PARDO,70297,SP
380558,SANTA ERNESTINA,70319,SP
380607,SANTA FE DO SUL,70335,SP
380686,SANTA GERTRUDES,70351,SP
380832,SANTA ISABEL,70378,SP
380970,SANTA LUCIA,70394,SP
381082,SANTA MARIA DA SERRA,70416,SP
381137,SANTA MERCEDES,70432,SP
381190,SANTA RITA D OESTE,70491,SP
381236,SANTA RITA DO PASSA QUATRO,70513,SP
381363,SANTA ROSA DE VITERBO,70530,SP
381464,SANTA SALETE,62200,SP
381488,SANTANA DA PONTE PENSA,70459,SP
381514,SANTANA DE PARNAIBA,70475,SP
381646,SANTO ANASTACIO,70556,SP
381753,SANTO ANDRE,70572,SP
382209,SANTO ANTONIO DA ALEGRIA,70599,SP
382276,SANTO ANTONIO DA POSSE,70610,SP
382353,SANTO ANTONIO DO ARACANGUA,61328,SP
382422,SANTO ANTONIO DO JARDIM,70637,SP
382477,SANTO ANTONIO DO PINHAL,70653,SP
382540,SANTO EXPEDITO,70670,SP
382608,SANTOPOLIS DO AGUAPEI,70696,SP
382654,SANTOS,70718,SP
382998,SAO BENTO DO SAPUCAI,70734,SP
383083,SAO BERNARDO DO CAMPO,70750,SP
383433,SAO CAETANO DO SUL,70777,SP
383657,SAO CARLOS,70793,SP
383844,SAO FRANCISCO,70815,SP
383878,SAO JOAO DA BOA VISTA,70831,SP
384024,SAO JOAO DAS DUAS PONTES,70858,SP
384052,SAO JOAO DE IRACEMA,61883,SP
384080,SAO JOAO DO PAU D ALHO,70874,SP
384121,SAO JOAQUIM DA BARRA,70890,SP
384231,SAO JOSE DA BELA VISTA,70912,SP
384352,SAO JOSE DO BARREIRO,70939,SP
384419,SAO JOSE DO RIO PARDO,70955,SP
384514,SAO JOSE DO RIO PRETO,70971,SP
384797,SAO JOSE DOS CAMPOS,70998,SP
385230,SAO LOURENCO DA SERRA,61905,SP
385346,SAO LUIS DO PARAITINGA,71013,SP
385443,SAO MANUEL,71030,SP
385593,SAO MIGUEL ARCANJO,71056,SP
385692,SAO PAULO,71072,SP
386994,SAO PEDRO,71099,SP
387224,SAO PEDRO DO TURVO,71110,SP
387277,SAO ROQUE,71137,SP
387455,SAO SEBASTIAO,71153,SP
387672,SAO SEBASTIAO DA GRAMA,71170,SP
387745,SAO SIMAO,71196,SP
387820,SAO VICENTE,71218,SP
388067,SARAPUI,71234,SP
388117,SARUTAIA,71250,SP
388172,SEBASTIANOPOLIS DO SUL,71277,SP
388199,SERRA AZUL,71293,SP
388257,SERRA NEGRA,71331,SP
388328,SERRANA,71315,SP
388502,SERTAOZINHO,71358,SP
388682,SETE BARRAS,71374,SP
388775,SEVERINIA,71390,SP
388853,SILVEIRAS,71412,SP
388902,SOCORRO,71439,SP
389050,SOROCABA,71455,SP
389472,SUD MENUCCI,71471,SP
389505,SUMARE,71498,SP
389792,SUZANO,71510,SP
390163,SUZANOPOLIS,61301,SP
390199,TABAPUA,71536,SP
390282,TABATINGA,71552,SP
390368,TABOAO DA SERRA,71579,SP
390602,TACIBA,71595,SP
390652,TAGUAI,71617,SP
390725,TAIACU,71633,SP
390793,TAIUVA,71650,SP
390859,TAMBAU,71676,SP
390991,TANABI,71692,SP
391069,TAPIRAI,71714,SP
391135,TAPIRATIBA,71730,SP
391255,TAQUARAL,62260,SP
391316,TAQUARITINGA,71757,SP
391433,TAQUARITUBA,71773,SP
391515,TAQUARIVAI,61840,SP
391615,TARABAI,71790,SP
391678,TARUMA,61042,SP
391761,TATUI,71811,SP
391942,TAUBATE,71838,SP
392235,TEJUPA,71854,SP
392285,TEODORO SAMPAIO,71870,SP
392387,TERRA ROXA,71897,SP
392485,TIETE,71919,SP
392567,TIMBURI,71935,SP
392611,TORRE DE PEDRA,62049,SP
392644,TORRINHA,71951,SP
392714,TRABIJU,62448,SP
392773,TREMEMBE,71978,SP
392951,TRES FRONTEIRAS,71994,SP
392999,TUIUTI,61620,SP
393097,TUPA,72010,SP
393185,TUPI PAULISTA,72036,SP
393247,TURIUBA,72052,SP
393282,TURMALINA,72079,SP
393321,UBARANA,61468,SP
393396,UBATUBA,72095,SP
393600,UBIRAJARA,72117,SP
393674,UCHOA,72133,SP
393735,UNIAO PAULISTA,72150,SP
393768,URANIA,72176,SP
393851,URU,72192,SP
393881,URUPES,72214,SP
393938,VALENTIM GENTIL,72230,SP
393995,VALINHOS,72257,SP
394157,VALPARAIZO,72273,SP
394251,VARGEM,61549,SP
394357,VARGEM GRANDE DO SUL,72311,SP
394435,VARGEM GRANDE PAULISTA,72737,SP
394567,VARZEA PAULISTA,72338,SP
394737,VERA CRUZ,72354,SP
394794,VINHEDO,72370,SP
394973,VIRADOURO,72397,SP
395049,VISTA ALEGRE DO ALTO,72419,SP
395096,VITORIA BRASIL,62227,SP
395137,VOTORANTIM,72435,SP
395358,VOTUPORANGA,72451,SP
395469,ZACARIAS,61921,SP
395554,ABREULANDIA,73008,TO
395586,AGUIARNOPOLIS,73512,TO
395612,ALIANCA DO TOCANTINS,96954,TO
395645,ALMAS,92070,TO
395680,ALVORADA,92134,TO
395731,ANANAS,92193,TO
395790,ANGICO,73075,TO
395823,APARECIDA DO RIO NEGRO,96970,TO
395854,ARAGOMINAS,73334,TO
395918,ARAGUACEMA,92371,TO
395976,ARAGUACU,92398,TO
396011,ARAGUAINA,92410,TO
396166,ARAGUANA,73318,TO
396222,ARAGUATINS,92436,TO
396302,ARAPOEMA,92452,TO
396355,ARRAIAS,92479,TO
396398,AUGUSTINOPOLIS,96857,TO
396461,AURORA DO TOCANTINS,92533,TO
396491,AXIXA DO TOCANTINS,92576,TO
396537,BABACULANDIA,92592,TO
396581,BANDEIRANTES DO TOCANTINS,73580,TO
396628,BARRA DO OURO,73610,TO
396664,BARROLANDIA,96997,TO
396707,BERNARDO SAYAO,92002,TO
396736,BOM JESUS DO TOCANTINS,73121,TO
396760,BRASILANDIA DO TOCANTINS,73245,TO
396804,BREJINHO DE NAZARE,92738,TO
396842,BURITI DO TOCANTINS,92045,TO
396891,CACHOEIRINHA,73067,TO
396935,CAMPOS LINDOS,73091,TO
396979,CARIRI DO TOCANTINS,73300,TO
397009,CARMOLANDIA,73326,TO
397054,CARRASCO BONITO,73423,TO
397090,CASEARA,92088,TO
397144,CENTENARIO,73210,TO
